Project_Name,Owner,Developer,Address,Zip_Code,Council_District,Kirwan_Opportunity_Index,Distance_to_Bus_Stop,Total_Units,Total_Affordable_Units,Unit_Type,Program,Housing_Type,Status,Affordability_Start_Date,Affordability_Period,Affordability_Expiration_Date,Certification_Date,C._of_O._Date,Required_Amount_of_Fee_in_Lieu,Date_Fee_in_Lieu_Received,Market_Rate_Units,City_Funded_Amount,%_of_Funds_Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
Villas on San Gabriel II,2410 San Gabriel LP,2410 San Gabriel LP,2410 San Gabriel Street,78705,9,Very High,1/4 Mile,92,9,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,2/26/15,,,,83,$0.00 ,0%,No,No,No,No,No,No,Yes,No,Yes,No,"(30.288843578537399, -97.747891930253203)"
Legacy at The Lake,,Windsor Communities,43 Rainey Street,78721,9,Low,1/4 Mile,187,9,Multifamily,Developer Incentive,Rental,Affordability Period Expired,2/25/09 0:00,1,2/25/10 0:00,,2/25/09,,,178,$0.00 ,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.255998551184799, -97.739481405071402)"
70 Rainey Street,"Fremont Holdings, LLC","Fremont Holdings, LLC",70 Rainey Street,78721,9,Very High,1/4 Mile,167,8,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,1,,9/5/13,,,,159,$0.00 ,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.258393429391901, -97.739040841415004)"
Millenium,Austin Rainey ST D/E/P/LLC,Austin Rainey ST D/E/P/LLC,91 Rainey Street,78721,9,Low,1/4 Mile,326,16,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,8/17/16 0:00,40,8/17/56 0:00,2/20/14,8/17/16,,,310,$0.00 ,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.260205393494001, -97.737929198095202)"
47 Rainey Street,"NGI-AU Skyhouse, LLC",NGI-AU Skyhouse LLC,47 Rainey Street,78721,9,Very High,1/4 Mile,320,16,Multifamily,Developer Incentive,Rental,Affordability Period Expired,8/25/14 0:00,1,8/25/15 0:00,2/6/12,8/25/14,,,304,$0.00 ,0%,No,No,Yes,No,No,No,No,No,No,No,"(30.256806423595702, -97.739173775392302)"
Antique Market,Ardent Residential,Ardent Residential,5350 Burnet Road,78756,7,Very High,1/4 Mile,174,17,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,6/17/10 0:00,40,6/17/50 0:00,2/12/08,6/17/10,,,157,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.327582188450801, -97.740450007539195)"
Uptown Lofts,"Uptown Lofts, LLC","Uptown Lofts, LLC",5117 N Lamar Boulevard,78751,9,High,1/4 Mile,23,2,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,8/19/11 0:00,40,8/19/51 0:00,1/13/11,8/19/11,,,21,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,Yes,"(30.319351829652401, -97.730136697725797)"
Post South Lamar,"Post Properties, Inc.",Post Properties,1500 S Lamar Boulevard,78704,5,High,1/4 Mile,298,30,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,4/3/13 0:00,40,4/3/53 0:00,3/13/08,4/3/13,,,268,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.252558168432301, -97.764525484152102)"
Hanover  South Lamar,South Lamar Apartments Limited Partnership,Hanover R.S. Limited Partnership,809 S Lamar Boulevard,78704,5,High,1/4 Mile,116,12,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/31/17 0:00,40,12/31/57 0:00,7/3/12,11/19/15,,,104,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.257260862483299, -97.760172514349193)"
South Lamar Boulevard Mixed Use,Residences at the Spoke LLC,Residences at the Spoke LLC,3101 S Lamar Boulevard,78704,5,Moderate,1/4 Mile,378,38,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/29/14 0:00,40,12/29/54 0:00,5/4/12,12/29/14,,,340,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.241613070026101, -97.784709686799303)"
South Lamar Plaza,Greystar Real Estate Partners,Greystar Real Estate Partners,1100 S Lamar Boulevard,78704,5,High,1/4 Mile,441,44,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/16/15 0:00,40,10/16/55 0:00,2/6/12,10/16/15,,,397,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.255982052728299, -97.761856745555093)"
Camden Lamar Heights,Camden Property Trust,Camden Property Trust,5400 N Lamar Boulevard,78756,7,Very High,1/4 Mile,314,31,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,3/4/15 0:00,40,3/4/55 0:00,1/4/12,3/4/15,,,283,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3221231908405, -97.729368009932799)"
Gibson Flats,Ardent Residential,Ardent Residential,1219 S Lamar Boulevard,78704,5,Very High,1/4 Mile,95,10,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,8/13/14 0:00,40,8/13/54 0:00,9/14/11,8/13/14,,,85,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2540894703905, -97.762266788544594)"
5453 Burnet Road,Ardent Residential,Ardent Residential,5453 Burnet Road,78756,7,Very High,1/4 Mile,103,10,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,11/19/14 0:00,40,11/19/54 0:00,9/28/11,11/19/14,,,93,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3301222027644, -97.739569287163505)"
The Tree,Greystar Development,Greystar Development,3715 S 1st Street,78704,3,Very Low,1/4 Mile,336,34,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,10/23/14 0:00,40,10/23/54 0:00,7/29/11,10/23/14,,,302,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.228984138954299, -97.767314651983995)"
Post South Lamar 2,"Post S Lamar II, LLC","Post S Lamar II, LLC",1414 S Lamar Boulevard,78704,5,High,1/4 Mile,350,35,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,8/16/13,,,,315,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2529251388769, -97.763841527482896)"
7EAST,"SL Chicon, LP","SL Chicon, LP",2025 E 7th Street,78702,3,Very Low,1/4 Mile,177,18,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/17/15 0:00,40,12/17/55 0:00,10/6/13,12/17/15,,,159,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.261567018030401, -97.719472017552206)"
Burnet Marketplace Vertical Mixed Use Development,Llano Residential LP,Llano Residential LP,6701 Burnet Road,78757,7,Very High,1/4 Mile,343,34,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,6/7/16 0:00,40,6/7/56 0:00,6/14/13,6/7/16,,,309,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3426431307462, -97.738003084653798)"
3110 S Congress,3110 S Congress LLC,3110 S Congress LLC,3114 S Congress Boulevard,78704,3,Very High,1/4 Mile,20,2,Multifamily,Developer Incentive,Ownership,Project Certified / Loan Executed,,40,,3/28/14,,,,18,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2314421424777, -97.759470637808803)"
Cielo South Lamar,Lamar Manchaca Residential LP,Lamar Manchaca Residential LP,2717 S Lamar Boulevard,78704,5,Very High,1/4 Mile,327,33,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,12/9/15 0:00,40,12/9/55 0:00,4/30/14,12/9/15,,,294,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.2441179932114, -97.781071602872998)"
6444 Burnet Road,6444 Burnet Road LLC,6444 Burnet Road LLC,6444 Burnet Road,78757,7,Very High,1/4 Mile,38,4,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,10/7/14,,,,34,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.340775386699001, -97.739213889146995)"
Lamar at North Loop,"Madrone Ventures, LLC",Madrone Ventures LLC,5210 N Lamar  Boulevard,78756,7,Low,1/4 Mile,209,21,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,40,,12/15/14,,,,188,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.3202557149923, -97.730202945356595)"
Alexan East 6th Street,"AE6 Apartments, LLC",AE6 Apartments LLC,2400 E 6th Street,78702,3,Very Low,1/4 Mile,208,21,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,4/28/15,,,,187,$0.00 ,0%,No,No,No,No,No,No,No,No,No,Yes,"(30.259698282081501, -97.715706363395796)"
Corazon,"Corazon Urban MF-East, LP","Corazon Urban MF-East, LP",1000 E 5th Street,78702,3,Very Low,1/4 Mile,332,35,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,4/17/15 0:00,40,4/17/55 0:00,4/17/12,4/17/15,$0.00 ,,297,$0.00 ,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.264345890037401, -97.7322610011026)"
East 4th Street Apartments,JCI Residential,JCI Residential,1401 E 4th Street,78702,3,Very Low,1/4 Mile,27,3,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,8/27/14 0:00,40,8/27/54 0:00,5/25/12,8/27/14,,,24,$0.00 ,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.2616192174149, -97.729244445336903)"
Eastside Station (fka Saltillo Station),Flournoy Development,Flournoy Development,1700 E 4th Street,78702,3,Very Low,1/4 Mile,332,51,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,8/23/13,,,,281,$0.00 ,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.260851824126402, -97.725142886764502)"
607 West St. Johns Avenue,607 W. St. Johns LLC,607 W. St. Johns LLC,607 W St Johns Avenue,78752,4,High,1/4 Mile,10,1,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,5/30/14,,,,9,$0.00 ,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.337914999999999, -97.715424999999996)"
Eastside Village,Transwestern Development Company,Transwestern,1621 E 6th Street,78702,3,High,1/4 Mile,346,66,Multifamily,Developer Incentive,Rental,Building Permit Issued / Project Underway,,40,,9/26/14,,,,280,$0.00 ,0%,No,No,No,No,No,No,No,Yes,No,No,"(30.262514610142599, -97.725487249493497)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/29/16 0:00,15,8/29/31 0:00,5/16/12,,,,0,"$77,167.64 ",1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.237751529021001, -97.698059400823496)"
Lee Meadows Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,9/30/16 0:00,15,9/30/31 0:00,5/16/12,,,,0,"$77,167.64 ",1496.03%,No,No,No,No,No,No,Yes,No,No,No,"(30.237887327857798, -97.698530671994504)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,3/11/11 0:00,10,3/11/21 0:00,2/21/07,1/31/11,,,0,"$130,000.00 ",318.77%,No,No,No,No,No,No,Yes,No,No,No,"(30.2310413579442, -97.690661168295094)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,11/6/09 0:00,10,11/6/19 0:00,2/21/07,12/10/08,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230618557337799, -97.690821760494799)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/15/10 0:00,10,10/15/20 0:00,2/21/07,5/5/10,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230831948434201, -97.690456048389095)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,11/2/09 0:00,10,11/2/19 0:00,2/21/07,10/2/09,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230460530704399, -97.690811546256398)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/3/08 0:00,10,10/3/18 0:00,2/21/07,8/26/08,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230530773833301, -97.690391599766798)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,3/21/14 0:00,10,3/21/24 0:00,3/29/10,11/15/13,,,0,"$160,000.00 ",219.63%,No,No,No,No,No,No,Yes,No,No,No,"(30.231110002594502, -97.690775595108093)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,10/5/12 0:00,10,10/5/22 0:00,3/29/10,10/3/12,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2309444675344, -97.6905547677882)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,2/13/15 0:00,10,2/13/25 0:00,3/29/10,2/11/15,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230401264492802, -97.690387859024)"
Frontier at Montana,Undisclosed,American Youthworks,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Certified / Loan Executed,6/22/12 0:00,10,6/22/22 0:00,3/29/10,12/21/11,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230284250105299, -97.690376523184597)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/07 0:00,10,2/27/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2279782414214, -97.692431541567998)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/22/08 0:00,10,2/22/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228146709831599, -97.692641389680901)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/07 0:00,10,2/27/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228305620098801, -97.692847889158301)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/28/07 0:00,10,2/28/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228747717423801, -97.693162949878598)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,11/20/07 0:00,10,11/20/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228814145466, -97.692434877875002)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/07 0:00,10,2/27/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228166580597001, -97.692073812935803)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/27/07 0:00,10,2/27/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228604562011601, -97.691578383260804)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,6/6/07 0:00,10,6/6/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228664303043299, -97.692057287443902)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/3/07 0:00,10,8/3/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2284851627142, -97.692247566538299)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,5/23/07 0:00,10,5/23/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228927328758299, -97.691384268787303)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/20/07 0:00,10,7/20/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2294446158167, -97.692441772923701)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/28/07 0:00,10,12/28/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2299329645037, -97.691709281195301)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/5/07 0:00,10,10/5/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230166795283001, -97.691721034203795)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/22/08 0:00,10,2/22/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230061213642799, -97.691193238173895)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,4/29/08 0:00,10,4/29/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230334257617798, -97.690811358830203)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/19/17 0:00,10,10/19/27 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2307437676543, -97.690923743625106)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,,12/28/07 0:00,10,12/28/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.229565618596901, -97.691650249954293)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,12/28/07 0:00,10,12/28/17 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2295808782054, -97.691066004006302)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,5/21/08 0:00,10,5/21/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230685788949799, -97.690409148941995)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,2/22/08 0:00,10,2/22/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.231110002594502, -97.690775595108093)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/31/09 0:00,10,7/31/19 0:00,,,,,0,"$265,000.00 ",0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228230756932199, -97.692737244936495)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/22/08 0:00,10,7/22/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228523502904402, -97.693310814212595)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/7/08 0:00,10,8/7/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2286486255474, -97.693256527650604)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,10/28/08 0:00,10,10/28/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.228897233367199, -97.692330809604996)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,7/31/09 0:00,10,7/31/19 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2304445622519, -97.691568056341495)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,8/14/09 0:00,10,8/14/09 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.230456294185402, -97.691371456025706)"
Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,3,High,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,5/21/08 0:00,10,5/21/18 0:00,,,,,0,$0.00 ,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.2300785033487, -97.690807461014899)"
